Orginization	Domain ID	Policy Name	Policy ID	Rule's Name	Rule's ID	Enabled	Source Zone	Destination Zone	Source Network	Destination Network	Source Port	Destination Port	Users	URL	Applications
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#103	005056BB-0B24-0ed3-0000-000268482160	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks11']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#104	005056BB-0B24-0ed3-0000-000268482161	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks12']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#105	005056BB-0B24-0ed3-0000-000268482162	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks12']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#106	005056BB-0B24-0ed3-0000-000268482163	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks12']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#107	005056BB-0B24-0ed3-0000-000268482164	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks12']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#108	005056BB-0B24-0ed3-0000-000268482165	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks10']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#109	005056BB-0B24-0ed3-0000-000268482166	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks10']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#110	005056BB-0B24-0ed3-0000-000268482167	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks10']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#111	005056BB-0B24-0ed3-0000-000268482168	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks10']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#112	005056BB-0B24-0ed3-0000-000268482169	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks13']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#113	005056BB-0B24-0ed3-0000-000268482170	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks13']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#114	005056BB-0B24-0ed3-0000-000268482171	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks13']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#115	005056BB-0B24-0ed3-0000-000268482172	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks13']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#116	005056BB-0B24-0ed3-0000-000268482173	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks14']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#117	005056BB-0B24-0ed3-0000-000268482174	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks14']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#118	005056BB-0B24-0ed3-0000-000268482175	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks14']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#119	005056BB-0B24-0ed3-0000-000268482176	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks14']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#120	005056BB-0B24-0ed3-0000-000268482177	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks15']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#121	005056BB-0B24-0ed3-0000-000268482178	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks15']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#122	005056BB-0B24-0ed3-0000-000268482179	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks15']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#123	005056BB-0B24-0ed3-0000-000268482180	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks15']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#124	005056BB-0B24-0ed3-0000-000268482181	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks16']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#125	005056BB-0B24-0ed3-0000-000268482182	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks16']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#126	005056BB-0B24-0ed3-0000-000268482183	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks16']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#127	005056BB-0B24-0ed3-0000-000268482184	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks16']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#128	005056BB-0B24-0ed3-0000-000268482185	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks17']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#129	005056BB-0B24-0ed3-0000-000268482186	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks17']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#130	005056BB-0B24-0ed3-0000-000268482187	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks17']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#131	005056BB-0B24-0ed3-0000-000268482188	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks17']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#132	005056BB-0B24-0ed3-0000-000268482189	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks18']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#133	005056BB-0B24-0ed3-0000-000268482190	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks18']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#134	005056BB-0B24-0ed3-0000-000268482191	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks18']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#135	005056BB-0B24-0ed3-0000-000268482192	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Linxworks18']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#136	005056BB-0B24-0ed3-0000-000268482193	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Eve']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#137	005056BB-0B24-0ed3-0000-000268482194	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Eve']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#138	005056BB-0B24-0ed3-0000-000268482195	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Eve']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#139	005056BB-0B24-0ed3-0000-000268482196	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'Eve']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#140	005056BB-0B24-0ed3-0000-000268482197	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp2']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#141	005056BB-0B24-0ed3-0000-000268482198	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PfwSystemsCorp1']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#142	005056BB-0B24-0ed3-0000-000268482199	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PFWtemp']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#143	005056BB-0B24-0ed3-0000-000268482200	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PFWtemp']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#144	005056BB-0B24-0ed3-0000-000268482201	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PFWtemp']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#145	005056BB-0B24-0ed3-0000-000268482202	True	[['SecurityZone', 'outside-zone']]	[]	[['Host', 'PFWtemp']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#146	005056BB-0B24-0ed3-0000-000268482203	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDk-Network-1']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#147	005056BB-0B24-0ed3-0000-000268482204	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDk-Network-1']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#148	005056BB-0B24-0ed3-0000-000268482205	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDk-Network-1']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#149	005056BB-0B24-0ed3-0000-000268482206	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDk-Network-1']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#150	005056BB-0B24-0ed3-0000-000268482207	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-2']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#151	005056BB-0B24-0ed3-0000-000268482208	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-2']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#152	005056BB-0B24-0ed3-0000-000268482209	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-2']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#153	005056BB-0B24-0ed3-0000-000268482210	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-2']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#154	005056BB-0B24-0ed3-0000-000268482211	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-3']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#155	005056BB-0B24-0ed3-0000-000268482212	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-3']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#156	005056BB-0B24-0ed3-0000-000268482213	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-3']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#157	005056BB-0B24-0ed3-0000-000268482214	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'CDK-Network-3']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#158	005056BB-0B24-0ed3-0000-000268482215	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', '172.17.255.128/29']]	[['Host', 'PFW_Server']]	[]	[['6', '449']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#159	005056BB-0B24-0ed3-0000-000268482216	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', '172.17.255.128/29']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#160	005056BB-0B24-0ed3-0000-000268482217	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', '172.17.255.128/29']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#161	005056BB-0B24-0ed3-0000-000268482218	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', '172.17.255.128/29']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#162	005056BB-0B24-0ed3-0000-000268482219	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', 'PFW_Server']]	[]	[['6', '83']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#163	005056BB-0B24-0ed3-0000-000268482220	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', 'PFW_Server']]	[]	[['6', '18080']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#164	005056BB-0B24-0ed3-0000-000268482221	True	[['SecurityZone', 'outside-zone']]	[]	[['FQDN', '50.112.169.239']]	[['Host', 'PFW_Server']]	[]	[['6', '8052']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#165	005056BB-0B24-0ed3-0000-000268482222	True	[['SecurityZone', 'outside-zone']]	[]	[['FQDN', '50.112.169.239']]	[['Host', 'PFW_Server']]	[]	[['6', '8051']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#166	005056BB-0B24-0ed3-0000-000268482223	True	[['SecurityZone', 'outside-zone']]	[]	[['FQDN', '50.112.169.239']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#167	005056BB-0B24-0ed3-0000-000268482224	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', 'REVS0103']]	[]	[['6', '443']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#168	005056BB-0B24-0ed3-0000-000268482225	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', '172.17.28.246']]	[]	[['17', '8004']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#169	005056BB-0B24-0ed3-0000-000268482226	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', '172.17.28.246']]	[]	[['6', '8004']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#170	005056BB-0B24-0ed3-0000-000268482227	False	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Host', 'PFW_Server']]	[]	[['6', '80']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#171	005056BB-0B24-0ed3-0000-000268482228	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Network', 'obj-172.17.6.0']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#172	005056BB-0B24-0ed3-0000-000268482229	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', '142.165.11.0/24']]	[['Host', 'PFW_Server']]	[]	[['6', '8476']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Outside_access_in_#173	005056BB-0B24-0ed3-0000-000268482230	True	[['SecurityZone', 'outside-zone']]	[]	[['Network', 'any-ipv4']]	[['Network', 'obj-172.18.6.0']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	DMZ_access_in_#1	005056BB-0B24-0ed3-0000-000268482231	True	[['SecurityZone', 'dmz-zone']]	[]	[['Network', '172.17.255.0/25']]	[['NetworkGroup', 'CDK-Support']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Inside_access_out_#1	005056BB-0B24-0ed3-0000-000268482232	True	[['SecurityZone', 'inside-zone']]	[]	[['Host', 'REVS0103']]	[['Network', 'any-ipv4']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Inside_access_out_#2	005056BB-0B24-0ed3-0000-000268482233	True	[['SecurityZone', 'inside-zone']]	[]	[['NetworkGroup', 'DM_INLINE_NETWORK_2']]	[['Network', 'any-ipv4']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Inside_access_out_#3	005056BB-0B24-0ed3-0000-000268482234	True	[['SecurityZone', 'inside-zone']]	[]	[['NetworkGroup', 'any']]	[['NetworkGroup', 'DM_INLINE_NETWORK_6']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Inside_access_out_#4	005056BB-0B24-0ed3-0000-000268482235	True	[['SecurityZone', 'inside-zone']]	[]	[['Network', 'any-ipv4']]	[['Network', 'any-ipv4']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	FTD-Mig-1554755793	005056BB-0B24-0ed3-0000-858993581505	Inside_access_out_#5	005056BB-0B24-0ed3-0000-000268482236	True	[['SecurityZone', 'inside-zone']]	[]	[['Network', 'any-ipv4']]	[['Network', 'any-ipv4']]	[]	[['6', '25']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	GK course	005056BB-0B24-0ed3-0000-858993538150	Encyclopedia ban	005056BB-0B24-0ed3-0000-000268481984	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	LuminisInida.com	005056BB-0B24-0ed3-0000-858993545825	MyLuminis-DNZ	005056BB-0B24-0ed3-0000-000268481994	True	[]	[]	[['Network', 'LuminisIndia.com']]	[['Network', 'test-demo']]	[['ProtocolPortObject', '6607']]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[['Application', 'eDonkey']]
