Orginization	Domain ID	Policy Name	Policy ID	Rule's Name	Rule's ID	Enabled	Source Zone	Destination Zone	Source Network	Destination Network	Source Port	Destination Port	Users	URL	Applications
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	Malware Detection Test Policy	005056BB-0B24-0ed3-0000-867583400625	Malware Inspection	005056BB-0B24-0ed3-0000-000268483636	True	[]	[]	[['NetworkGroup', 'IPv4-Private-All-RFC1918']]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	MyCP	005056BB-0B24-0ed3-0000-863288430641	Rule 1	005056BB-0B24-0ed3-0000-000268482578	False	[]	[]	[['Host', '10.5.5.105']]	[['Host', '10.5.5.105']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	NewPolicy for CS	005056BB-0B24-0ed3-0000-858993537685	CS properties	005056BB-0B24-0ed3-0000-000268481980	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	NGtest	005056BB-0B24-0ed3-0000-858993536912	NGrule1	005056BB-0B24-0ed3-0000-000268481975	True	[]	[]	[['NetworkGroup', 'NGg1']]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	shruthitest	005056BB-0B24-0ed3-0000-863288504943	shruthirule	005056BB-0B24-0ed3-0000-000268482638	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	SW-Access-Policy	005056BB-0B24-0ed3-0000-863288499646	HTTPS Access Rule	005056BB-0B24-0ed3-0000-000268482624	True	[]	[]	[['Host', '10.5.5.104']]	[['Network', '10.190.0.0_16']]	[]	[['ProtocolPortObject', 'HTTPS']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TestInheritance	005056BB-0B24-0ed3-0000-858993544821	Derived policy rule	005056BB-0B24-0ed3-0000-000268481990	True	[]	[]	[['Network', 'test18']]	[['Host', '10.137.9.5_32']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	branch_a	005056BB-0B24-0ed3-0000-000268482586	True	[]	[]	[['Network', '10.0.0.0/24']]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	branch_b	005056BB-0B24-0ed3-0000-000268482587	True	[]	[]	[['Network', '10.10.0.0/24']]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	grp_test	005056BB-0B24-0ed3-0000-000268482589	True	[]	[]	[]	[['NetworkGroup', 'grp_servers_DC1']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	grp_server_DC_2	005056BB-0B24-0ed3-0000-000268482591	True	[]	[]	[]	[['NetworkGroup', 'grp_servers_DC_2']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	zone_A_to_B	005056BB-0B24-0ed3-0000-000268482592	True	[['SecurityZone', 'testPolicyZone_A']]	[['SecurityZone', 'testPolicyZone_B']]	[['Host', 'BladeChassis'], ['Network', 'CDk-Network-1'], ['Host', 'Host-A-DC1']]	[['Host', '10.137.9.5_32'], ['NetworkGroup', 'BarracudaGroup']]	[['6', '22'], ['ProtocolPortObject', '6604'], ['ProtocolPortObject', '_porttcp1'], ['PortObjectGroup', 'avodaq_group_9999']]	[['6', '342'], ['PortObjectGroup', 'group__123'], ['ProtocolPortObject', 'LDAP'], ['ProtocolPortObject', 'PowerFMC_TCP1008']]	[]	[]	[['Application', 'Cisco Spark'], ['Application', 'LDAP'], ['Application', 'LDAPS'], ['Application', 'SIP']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	zone_B_to_C_with_override	005056BB-0B24-0ed3-0000-000268482594	True	[['SecurityZone', 'testPolicyZone_B']]	[['SecurityZone', 'testPolicyZone_C']]	[]	[['Host', 'testPolicy_Override_1']]	[]	[['6', '636'], ['ProtocolPortObject', 'HTTPS']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy	005056BB-0B24-0ed3-0000-863288435635	Deny_any	005056BB-0B24-0ed3-0000-000268482588	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1	005056BB-0B24-0ed3-0000-863288436625	VOIP	005056BB-0B24-0ed3-0000-000268482596	True	[['SecurityZone', 'testPolicyZone_A'], ['SecurityZone', 'testPolicyZone_B'], ['SecurityZone', 'testPolicyZone_C']]	[['SecurityZone', 'testPolicyZone_Outside']]	[]	[['Host', '10.5.5.104']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1	005056BB-0B24-0ed3-0000-863288436625	VOIP (1)	005056BB-0B24-0ed3-0000-000268482598	True	[['SecurityZone', 'testPolicyZone_A'], ['SecurityZone', 'testPolicyZone_B'], ['SecurityZone', 'testPolicyZone_C']]	[['SecurityZone', 'testPolicyZone_Outside']]	[]	[['Host', '10.5.5.105']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1	005056BB-0B24-0ed3-0000-863288436625	VOIP (2)	005056BB-0B24-0ed3-0000-000268482599	True	[['SecurityZone', 'testPolicyZone_A'], ['SecurityZone', 'testPolicyZone_B'], ['SecurityZone', 'testPolicyZone_C']]	[['SecurityZone', 'testPolicyZone_Outside']]	[]	[['Host', '10.5.5.106']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1	005056BB-0B24-0ed3-0000-863288436625	DENY_A_to_B	005056BB-0B24-0ed3-0000-000268482597	True	[['SecurityZone', 'testPolicyZone_A']]	[['SecurityZone', 'testPolicyZone_C']]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1_A	005056BB-0B24-0ed3-0000-863288437081	Anyconnect	005056BB-0B24-0ed3-0000-000268482601	True	[]	[['SecurityZone', 'testPolicyZone_Outside']]	[]	[['Network', 'Anyconnect_VPN_Client_Network']]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	testPolicy_sub_1_A	005056BB-0B24-0ed3-0000-863288437081	Out_to_in_Deny	005056BB-0B24-0ed3-0000-000268482602	True	[['SecurityZone', 'testPolicyZone_Outside']]	[['SecurityZone', 'testPolicyZone_B'], ['SecurityZone', 'testPolicyZone_A'], ['SecurityZone', 'testPolicyZone_C']]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	This is it	005056BB-0B24-0ed3-0000-858993527846	This is rule	005056BB-0B24-0ed3-0000-000268481962	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	This is it	005056BB-0B24-0ed3-0000-858993527846	Rule1	005056BB-0B24-0ed3-0000-000268481966	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Local	005056BB-0B24-0ed3-0000-858993583622	tst	005056BB-0B24-0ed3-0000-000268482240	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Local	005056BB-0B24-0ed3-0000-858993583622	rule22	005056BB-0B24-0ed3-0000-000268482241	True	[['SecurityZone', '_sz3']]	[['SecurityZone', 'dmz-zone']]	[['Host', '141.190.11.11_32'], ['Host', '141.190.11.13_32']]	[['Network', '144.104.248.0_21'], ['Host', '155.100.11.16_32']]	[]	[['6', '8443']]	[]	[]	[['Application', 'HTTP'], ['Application', 'HTTPS']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Local	005056BB-0B24-0ed3-0000-858993583622	rule22 (1)	005056BB-0B24-0ed3-0000-000268482242	True	[['SecurityZone', '_sz3']]	[['SecurityZone', 'dmz-zone']]	[['Host', '141.190.11.11_32'], ['Host', '141.190.11.13_32']]	[['Network', '144.104.248.0_21'], ['Host', '155.100.11.16_32']]	[]	[['6', '8443']]	[]	[]	[['Application', 'HTTP'], ['Application', 'HTTPS']]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Local	005056BB-0B24-0ed3-0000-858993583622	syslog_test	005056BB-0B24-0ed3-0000-000268482561	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Theater	005056BB-0B24-0ed3-0000-858993583422	any	005056BB-0B24-0ed3-0000-000268482243	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	TST_Theater	005056BB-0B24-0ed3-0000-858993583422	rule1	005056BB-0B24-0ed3-0000-000268482238	True	[['SecurityZone', 'BON_Trusted']]	[['SecurityZone', 'CPN_Unmanaged']]	[['Host', '10.5.5.104']]	[['Host', '10.5.5.107'], ['Host', '10.5.5.106']]	[]	[['ProtocolPortObject', '_portrangetcp1']]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	Unrestricted Policy	005056BB-0B24-0ed3-0000-867583399370	Rule1	005056BB-0B24-0ed3-0000-000268483628	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	Unrestricted Policy	005056BB-0B24-0ed3-0000-867583399370	Unrestricted PolicyRule587	005056BB-0B24-0ed3-0000-000268483629	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	Unrestricted Policy	005056BB-0B24-0ed3-0000-867583399370	Unrestricted PolicyRule603	005056BB-0B24-0ed3-0000-000268483630	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
MMI	e276abec-e0f2-11e3-8169-6d9ed49b625f	Wiki	005056BB-0B24-0ed3-0000-858993537963	Wikipedia	005056BB-0B24-0ed3-0000-000268481982	True	[]	[]	[]	[]	[]	[]	[]	[]	[]
